week,state,state_name,disease,cases,incidence_per_capita
194323,OH,OHIO,MEASLES,315,4.59
194323,OK,OKLAHOMA,MEASLES,13,0.59
194323,OR,OREGON,MEASLES,105,8.6
194323,PA,PENNSYLVANIA,MEASLES,1007,10.66
194323,RI,RHODE ISLAND,MEASLES,81,10.66
194323,SC,SOUTH CAROLINA,MEASLES,77,3.91
194323,SD,SOUTH DAKOTA,MEASLES,79,13.46
194323,TN,TENNESSEE,MEASLES,103,3.47
194323,TX,TEXAS,MEASLES,228,3.25
194323,UT,UTAH,MEASLES,112,17.75
194323,VA,VIRGINIA,MEASLES,219,7
194323,VT,VERMONT,MEASLES,293,89.6
194323,WA,WASHINGTON,MEASLES,361,17.81
194323,WI,WISCONSIN,MEASLES,2497,82.85
194323,WV,WEST VIRGINIA,MEASLES,33,1.9
194323,WY,WYOMING,MEASLES,41,16.6
194324,AL,ALABAMA,MEASLES,180,6.2
194324,AR,ARKANSAS,MEASLES,46,2.5
194324,AZ,ARIZONA,MEASLES,17,2.46
194324,CA,CALIFORNIA,MEASLES,809,9.51
194324,CO,COLORADO,MEASLES,94,8.15
194324,CT,CONNECTICUT,MEASLES,246,13.73
194324,DC,DISTRICT OF COLUMBIA,MEASLES,74,8.22
194324,DE,DELAWARE,MEASLES,15,5.32
194324,FL,FLORIDA,MEASLES,24,0.98
194324,GA,GEORGIA,MEASLES,132,4.07
194324,IA,IOWA,MEASLES,130,5.57
194324,ID,IDAHO,MEASLES,31,6.2
194324,IL,ILLINOIS,MEASLES,973,12.54
194324,IN,INDIANA,MEASLES,206,5.97
194324,KS,KANSAS,MEASLES,165,9.19
194324,KY,KENTUCKY,MEASLES,56,2.08
194324,LA,LOUISIANA,MEASLES,19,0.74
194324,MA,MASSACHUSETTS,MEASLES,1098,25.79
194324,MD,MARYLAND,MEASLES,187,8.95
194324,ME,MAINE,MEASLES,182,22.58
194324,MI,MICHIGAN,MEASLES,3217,59.52
194324,MN,MINNESOTA,MEASLES,295,11.45
194324,MO,MISSOURI,MEASLES,153,4.13
194324,MT,MONTANA,MEASLES,115,23.71
194324,NC,NORTH CAROLINA,MEASLES,190,5.2
194324,ND,NORTH DAKOTA,MEASLES,30,5.49
194324,NE,NEBRASKA,MEASLES,42,3.38
194324,NH,NEW HAMPSHIRE,MEASLES,18,3.9
194324,NJ,NEW JERSEY,MEASLES,1992,47.14
194324,NM,NEW MEXICO,MEASLES,5,0.94
194324,NV,NEVADA,MEASLES,3,1.99
194324,NY,NEW YORK,MEASLES,2842,22.19
194324,OH,OHIO,MEASLES,407,5.93
194324,OK,OKLAHOMA,MEASLES,8,0.36
194324,OR,OREGON,MEASLES,85,6.96
194324,PA,PENNSYLVANIA,MEASLES,721,7.63
194324,RI,RHODE ISLAND,MEASLES,148,19.47
194324,SC,SOUTH CAROLINA,MEASLES,74,3.76
194324,SD,SOUTH DAKOTA,MEASLES,74,12.61
194324,TN,TENNESSEE,MEASLES,79,2.66
194324,TX,TEXAS,MEASLES,171,2.44
194324,UT,UTAH,MEASLES,79,12.52
194324,VA,VIRGINIA,MEASLES,152,4.86
194324,VT,VERMONT,MEASLES,217,66.36
194324,WA,WASHINGTON,MEASLES,158,7.79
194324,WI,WISCONSIN,MEASLES,2070,68.68
194324,WV,WEST VIRGINIA,MEASLES,32,1.84
194324,WY,WYOMING,MEASLES,41,16.6
194325,AL,ALABAMA,MEASLES,50,1.71
194325,AR,ARKANSAS,MEASLES,23,1.22
194325,AZ,ARIZONA,MEASLES,27,3.9
194325,CA,CALIFORNIA,MEASLES,1331,15.64
194325,CO,COLORADO,MEASLES,70,6.03
194325,CT,CONNECTICUT,MEASLES,214,11.91
194325,DC,DISTRICT OF COLUMBIA,MEASLES,51,5.67
194325,DE,DELAWARE,MEASLES,10,3.55
194325,FL,FLORIDA,MEASLES,55,2.22
194325,GA,GEORGIA,MEASLES,34,1.05
194325,IA,IOWA,MEASLES,139,5.96
194325,ID,IDAHO,MEASLES,56,11.2
194325,IL,ILLINOIS,MEASLES,528,6.8
194325,IN,INDIANA,MEASLES,105,3.03
194325,KS,KANSAS,MEASLES,97,5.4
194325,KY,KENTUCKY,MEASLES,28,1.02
194325,LA,LOUISIANA,MEASLES,34,1.31
194325,MA,MASSACHUSETTS,MEASLES,843,19.79
194325,MD,MARYLAND,MEASLES,113,5.41
194325,ME,MAINE,MEASLES,87,10.73
194325,MI,MICHIGAN,MEASLES,910,16.83
194325,MN,MINNESOTA,MEASLES,197,7.63
194325,MO,MISSOURI,MEASLES,82,2.21
194325,MT,MONTANA,MEASLES,98,20.1
194325,NC,NORTH CAROLINA,MEASLES,98,2.68
194325,ND,NORTH DAKOTA,MEASLES,40,7.23
194325,NE,NEBRASKA,MEASLES,77,6.16
194325,NH,NEW HAMPSHIRE,MEASLES,6,1.3
194325,NJ,NEW JERSEY,MEASLES,911,21.55
194325,NM,NEW MEXICO,MEASLES,9,1.59
194325,NV,NEVADA,MEASLES,10,6.62
194325,NY,NEW YORK,MEASLES,1772,13.84
194325,OH,OHIO,MEASLES,270,3.92
194325,OK,OKLAHOMA,MEASLES,46,2.09
194325,OR,OREGON,MEASLES,70,5.69
194325,PA,PENNSYLVANIA,MEASLES,439,4.65
194325,RI,RHODE ISLAND,MEASLES,105,13.82
194325,SC,SOUTH CAROLINA,MEASLES,35,1.75
194325,SD,SOUTH DAKOTA,MEASLES,29,4.86
194325,TN,TENNESSEE,MEASLES,41,1.38
194325,TX,TEXAS,MEASLES,186,2.65
194325,UT,UTAH,MEASLES,286,45.25
194325,VA,VIRGINIA,MEASLES,92,2.94
194325,VT,VERMONT,MEASLES,143,43.58
194325,WA,WASHINGTON,MEASLES,189,9.3
194325,WI,WISCONSIN,MEASLES,1279,42.42
194325,WV,WEST VIRGINIA,MEASLES,23,1.32
194325,WY,WYOMING,MEASLES,34,13.56
194326,AL,ALABAMA,MEASLES,124,4.27
194326,AR,ARKANSAS,MEASLES,23,1.25
194326,AZ,ARIZONA,MEASLES,18,2.6
194326,CA,CALIFORNIA,MEASLES,362,4.26
194326,CO,COLORADO,MEASLES,30,2.6
194326,CT,CONNECTICUT,MEASLES,190,10.6
194326,DC,DISTRICT OF COLUMBIA,MEASLES,55,6.11
194326,DE,DELAWARE,MEASLES,6,2.13
194326,FL,FLORIDA,MEASLES,11,0.45
194326,GA,GEORGIA,MEASLES,63,1.94
194326,IA,IOWA,MEASLES,125,5.36
194326,ID,IDAHO,MEASLES,27,5.4
194326,IL,ILLINOIS,MEASLES,602,7.76
194326,IN,INDIANA,MEASLES,109,3.16
194326,KS,KANSAS,MEASLES,69,3.84
194326,KY,KENTUCKY,MEASLES,20,0.74
194326,LA,LOUISIANA,MEASLES,29,1.13
194326,MA,MASSACHUSETTS,MEASLES,738,17.34
194326,MD,MARYLAND,MEASLES,120,5.74
194326,ME,MAINE,MEASLES,111,13.77
194326,MI,MICHIGAN,MEASLES,1158,21.42
194326,MN,MINNESOTA,MEASLES,266,10.32
194326,MO,MISSOURI,MEASLES,71,1.92
194326,MT,MONTANA,MEASLES,96,19.79
194326,NC,NORTH CAROLINA,MEASLES,147,4.02
194326,ND,NORTH DAKOTA,MEASLES,52,9.52
194326,NE,NEBRASKA,MEASLES,22,1.77
194326,NH,NEW HAMPSHIRE,MEASLES,6,1.3
194326,NJ,NEW JERSEY,MEASLES,1310,31
194326,NM,NEW MEXICO,MEASLES,7,1.31
194326,NV,NEVADA,MEASLES,15,9.93
194326,NY,NEW YORK,MEASLES,1912,14.93
194326,OH,OHIO,MEASLES,327,4.76
194326,OK,OKLAHOMA,MEASLES,9,0.41
194326,OR,OREGON,MEASLES,48,3.93
194326,PA,PENNSYLVANIA,MEASLES,390,4.13
194326,RI,RHODE ISLAND,MEASLES,140,18.42
194326,SC,SOUTH CAROLINA,MEASLES,26,1.32
194326,SD,SOUTH DAKOTA,MEASLES,47,8.01
194326,TN,TENNESSEE,MEASLES,35,1.18
194326,TX,TEXAS,MEASLES,156,2.22
194326,UT,UTAH,MEASLES,50,7.92
194326,VA,VIRGINIA,MEASLES,61,1.95
194326,VT,VERMONT,MEASLES,148,45.26
194326,WA,WASHINGTON,MEASLES,133,6.56
194326,WI,WISCONSIN,MEASLES,1245,41.31
194326,WV,WEST VIRGINIA,MEASLES,31,1.78
194326,WY,WYOMING,MEASLES,25,10.12
194327,AL,ALABAMA,MEASLES,30,1.03
194327,AR,ARKANSAS,MEASLES,16,0.87
194327,AZ,ARIZONA,MEASLES,20,2.89
194327,CA,CALIFORNIA,MEASLES,366,4.3
194327,CO,COLORADO,MEASLES,32,2.78
194327,CT,CONNECTICUT,MEASLES,124,6.92
194327,DC,DISTRICT OF COLUMBIA,MEASLES,39,4.33
194327,DE,DELAWARE,MEASLES,5,1.77
194327,FL,FLORIDA,MEASLES,18,0.73
194327,GA,GEORGIA,MEASLES,8,0.25
194327,IA,IOWA,MEASLES,52,2.23
194327,ID,IDAHO,MEASLES,3,0.6
194327,IL,ILLINOIS,MEASLES,548,7.06
194327,IN,INDIANA,MEASLES,108,3.13
194327,KS,KANSAS,MEASLES,67,3.73
194327,KY,KENTUCKY,MEASLES,12,0.45
194327,LA,LOUISIANA,MEASLES,15,0.58
194327,MA,MASSACHUSETTS,MEASLES,480,11.28
194327,MD,MARYLAND,MEASLES,85,4.07
194327,ME,MAINE,MEASLES,23,2.85
194327,MI,MICHIGAN,MEASLES,883,16.34
194327,MN,MINNESOTA,MEASLES,131,5.08
194327,MO,MISSOURI,MEASLES,58,1.57
194327,MT,MONTANA,MEASLES,69,14.23
194327,NC,NORTH CAROLINA,MEASLES,41,1.12
194327,ND,NORTH DAKOTA,MEASLES,96,17.58
194327,NE,NEBRASKA,MEASLES,55,4.43
194327,NH,NEW HAMPSHIRE,MEASLES,11,2.38
194327,NJ,NEW JERSEY,MEASLES,967,22.88
194327,NM,NEW MEXICO,MEASLES,1,0.19
194327,NV,NEVADA,MEASLES,2,1.32
194327,NY,NEW YORK,MEASLES,1292,10.09
194327,OH,OHIO,MEASLES,216,3.15
194327,OK,OKLAHOMA,MEASLES,4,0.18
194327,OR,OREGON,MEASLES,46,3.77
194327,PA,PENNSYLVANIA,MEASLES,226,2.39
194327,RI,RHODE ISLAND,MEASLES,106,13.95
194327,SC,SOUTH CAROLINA,MEASLES,38,1.93
194327,SD,SOUTH DAKOTA,MEASLES,159,27.09
194327,TN,TENNESSEE,MEASLES,18,0.61
194327,TX,TEXAS,MEASLES,118,1.68
194327,UT,UTAH,MEASLES,70,11.09
194327,VA,VIRGINIA,MEASLES,102,3.26
194327,VT,VERMONT,MEASLES,91,27.83
194327,WA,WASHINGTON,MEASLES,93,4.59
194327,WI,WISCONSIN,MEASLES,942,31.25
194327,WV,WEST VIRGINIA,MEASLES,8,0.46
194327,WY,WYOMING,MEASLES,12,4.86
194328,AL,ALABAMA,MEASLES,30,1.03
194328,AR,ARKANSAS,MEASLES,11,0.6
194328,AZ,ARIZONA,MEASLES,15,2.17
194328,CA,CALIFORNIA,MEASLES,324,3.81
194328,CO,COLORADO,MEASLES,33,2.86
194328,CT,CONNECTICUT,MEASLES,66,3.68
194328,DC,DISTRICT OF COLUMBIA,MEASLES,33,3.67
194328,DE,DELAWARE,MEASLES,6,2.13
194328,FL,FLORIDA,MEASLES,13,0.53
194328,GA,GEORGIA,MEASLES,23,0.71
194328,IA,IOWA,MEASLES,39,1.67
194328,ID,IDAHO,MEASLES,3,0.6
194328,IL,ILLINOIS,MEASLES,342,4.41
194328,IN,INDIANA,MEASLES,49,1.42
194328,KS,KANSAS,MEASLES,55,3.06
194328,KY,KENTUCKY,MEASLES,10,0.37
194328,LA,LOUISIANA,MEASLES,11,0.43
194328,MA,MASSACHUSETTS,MEASLES,328,7.7
194328,MD,MARYLAND,MEASLES,64,3.06
194328,ME,MAINE,MEASLES,87,10.79
194328,MI,MICHIGAN,MEASLES,653,12.08
194328,MN,MINNESOTA,MEASLES,180,6.98
194328,MO,MISSOURI,MEASLES,37,1
194328,MT,MONTANA,MEASLES,45,9.28
194328,NC,NORTH CAROLINA,MEASLES,61,1.67
194328,ND,NORTH DAKOTA,MEASLES,82,15.02
194328,NE,NEBRASKA,MEASLES,12,0.97
194328,NH,NEW HAMPSHIRE,MEASLES,4,0.87
194328,NJ,NEW JERSEY,MEASLES,760,17.98
194328,NM,NEW MEXICO,MEASLES,2,0.37
194328,NV,NEVADA,MEASLES,26,17.22
194328,NY,NEW YORK,MEASLES,951,7.43
194328,OH,OHIO,MEASLES,154,2.24
194328,OK,OKLAHOMA,MEASLES,10,0.45
194328,OR,OREGON,MEASLES,58,4.75
194328,PA,PENNSYLVANIA,MEASLES,211,2.23
194328,RI,RHODE ISLAND,MEASLES,38,5
194328,SC,SOUTH CAROLINA,MEASLES,10,0.51
194328,SD,SOUTH DAKOTA,MEASLES,24,4.09
194328,TN,TENNESSEE,MEASLES,38,1.28
194328,TX,TEXAS,MEASLES,118,1.68
194328,UT,UTAH,MEASLES,20,3.17
194328,VA,VIRGINIA,MEASLES,74,2.36
194328,VT,VERMONT,MEASLES,37,11.31
194328,WA,WASHINGTON,MEASLES,74,3.65
194328,WI,WISCONSIN,MEASLES,593,19.67
194328,WV,WEST VIRGINIA,MEASLES,27,1.55
194328,WY,WYOMING,MEASLES,17,6.88
194330,AL,ALABAMA,MEASLES,19,0.65
194330,AR,ARKANSAS,MEASLES,3,0.16
194330,AZ,ARIZONA,MEASLES,24,3.47
194330,CA,CALIFORNIA,MEASLES,201,2.36
194330,CO,COLORADO,MEASLES,17,1.47
194330,CT,CONNECTICUT,MEASLES,44,2.46
194330,DC,DISTRICT OF COLUMBIA,MEASLES,20,2.22
194330,DE,DELAWARE,MEASLES,1,0.35
194330,FL,FLORIDA,MEASLES,12,0.49
194330,GA,GEORGIA,MEASLES,7,0.22
194330,IA,IOWA,MEASLES,17,0.73
194330,ID,IDAHO,MEASLES,5,1
194330,IL,ILLINOIS,MEASLES,168,2.16
194330,IN,INDIANA,MEASLES,30,0.87
194330,KS,KANSAS,MEASLES,29,1.61
194330,KY,KENTUCKY,MEASLES,2,0.07
194330,LA,LOUISIANA,MEASLES,1,0.04
194330,MA,MASSACHUSETTS,MEASLES,191,4.49
194330,MD,MARYLAND,MEASLES,43,2.06
194330,ME,MAINE,MEASLES,11,1.36
194330,MI,MICHIGAN,MEASLES,354,6.55
194330,MN,MINNESOTA,MEASLES,77,2.99
194330,MO,MISSOURI,MEASLES,29,0.78
194330,MT,MONTANA,MEASLES,49,10.1
194330,NC,NORTH CAROLINA,MEASLES,22,0.6
194330,ND,NORTH DAKOTA,MEASLES,79,14.47
194330,NE,NEBRASKA,MEASLES,7,0.56
194330,NH,NEW HAMPSHIRE,MEASLES,4,0.87
194330,NJ,NEW JERSEY,MEASLES,345,8.16
194330,NM,NEW MEXICO,MEASLES,3,0.56
194330,NV,NEVADA,MEASLES,3,1.99
194330,NY,NEW YORK,MEASLES,438,3.42
194330,OH,OHIO,MEASLES,210,3.06
194330,OK,OKLAHOMA,MEASLES,5,0.23
194330,OR,OREGON,MEASLES,49,4.01
194330,PA,PENNSYLVANIA,MEASLES,57,0.6
194330,RI,RHODE ISLAND,MEASLES,79,10.39
194330,SC,SOUTH CAROLINA,MEASLES,15,0.76
194330,SD,SOUTH DAKOTA,MEASLES,21,3.58
194330,TN,TENNESSEE,MEASLES,1,0.03
194330,TX,TEXAS,MEASLES,52,0.74
194330,UT,UTAH,MEASLES,19,3.01
194330,VA,VIRGINIA,MEASLES,39,1.25
194330,VT,VERMONT,MEASLES,20,6.12
194330,WA,WASHINGTON,MEASLES,41,2.02
194330,WI,WISCONSIN,MEASLES,323,10.72
194330,WV,WEST VIRGINIA,MEASLES,5,0.29
194330,WY,WYOMING,MEASLES,10,4.05
194331,AL,ALABAMA,MEASLES,7,0.24
194331,AR,ARKANSAS,MEASLES,9,0.49
194331,AZ,ARIZONA,MEASLES,6,0.87
194331,CA,CALIFORNIA,MEASLES,151,1.78
194331,CO,COLORADO,MEASLES,13,1.13
194331,CT,CONNECTICUT,MEASLES,40,2.23
194331,DC,DISTRICT OF COLUMBIA,MEASLES,22,2.44
194331,DE,DELAWARE,MEASLES,4,1.42
194331,FL,FLORIDA,MEASLES,3,0.12
194331,GA,GEORGIA,MEASLES,13,0.4
194331,IA,IOWA,MEASLES,16,0.69
194331,ID,IDAHO,MEASLES,21,4.2
194331,IL,ILLINOIS,MEASLES,129,1.66
194331,IN,INDIANA,MEASLES,21,0.61
194331,KS,KANSAS,MEASLES,15,0.84
194331,KY,KENTUCKY,MEASLES,5,0.19
194331,LA,LOUISIANA,MEASLES,1,0.04
194331,MA,MASSACHUSETTS,MEASLES,114,2.68
194331,MD,MARYLAND,MEASLES,31,1.48
194331,ME,MAINE,MEASLES,37,4.59
194331,MI,MICHIGAN,MEASLES,162,3
194331,MN,MINNESOTA,MEASLES,32,1.24
194331,MO,MISSOURI,MEASLES,11,0.3
194331,MT,MONTANA,MEASLES,28,5.77
194331,NC,NORTH CAROLINA,MEASLES,11,0.3
194331,ND,NORTH DAKOTA,MEASLES,32,5.86
194331,NE,NEBRASKA,MEASLES,6,0.48
194331,NH,NEW HAMPSHIRE,MEASLES,3,0.65
194331,NJ,NEW JERSEY,MEASLES,166,3.93
194331,NM,NEW MEXICO,MEASLES,4,0.75
194331,NV,NEVADA,MEASLES,11,7.28
194331,NY,NEW YORK,MEASLES,401,3.13
194331,OH,OHIO,MEASLES,135,1.97
194331,OK,OKLAHOMA,MEASLES,5,0.23
194331,OR,OREGON,MEASLES,21,1.72
194331,PA,PENNSYLVANIA,MEASLES,55,0.58
194331,RI,RHODE ISLAND,MEASLES,62,8.16
194331,SC,SOUTH CAROLINA,MEASLES,21,1.07
194331,SD,SOUTH DAKOTA,MEASLES,12,2.04
194331,TN,TENNESSEE,MEASLES,6,0.2
194331,TX,TEXAS,MEASLES,54,0.77
194331,UT,UTAH,MEASLES,22,3.49
194331,VA,VIRGINIA,MEASLES,48,1.53
194331,VT,VERMONT,MEASLES,17,5.2
194331,WA,WASHINGTON,MEASLES,15,0.74
194331,WI,WISCONSIN,MEASLES,239,7.93
194331,WV,WEST VIRGINIA,MEASLES,9,0.52
194331,WY,WYOMING,MEASLES,5,2.02
194332,AL,ALABAMA,MEASLES,20,0.69
194332,AR,ARKANSAS,MEASLES,21,1.14
194332,AZ,ARIZONA,MEASLES,16,2.31
194332,CA,CALIFORNIA,MEASLES,126,1.48
194332,CO,COLORADO,MEASLES,23,1.99
194332,CT,CONNECTICUT,MEASLES,26,1.45
194332,DC,DISTRICT OF COLUMBIA,MEASLES,7,0.78
194332,DE,DELAWARE,MEASLES,2,0.71
194332,FL,FLORIDA,MEASLES,1,0.04
194332,GA,GEORGIA,MEASLES,10,0.31
194332,IA,IOWA,MEASLES,5,0.21
194332,ID,IDAHO,MEASLES,3,0.6
194332,IL,ILLINOIS,MEASLES,58,0.75
194332,IN,INDIANA,MEASLES,23,0.67
194332,KS,KANSAS,MEASLES,10,0.56
194332,KY,KENTUCKY,MEASLES,4,0.15
194332,LA,LOUISIANA,MEASLES,4,0.16
194332,MA,MASSACHUSETTS,MEASLES,121,2.84
194332,MD,MARYLAND,MEASLES,30,1.44
194332,ME,MAINE,MEASLES,28,3.47
194332,MI,MICHIGAN,MEASLES,96,1.78
194332,MN,MINNESOTA,MEASLES,39,1.51
194332,MO,MISSOURI,MEASLES,16,0.43
194332,MT,MONTANA,MEASLES,36,7.42
194332,NC,NORTH CAROLINA,MEASLES,29,0.79
194332,ND,NORTH DAKOTA,MEASLES,23,4.21
194332,NE,NEBRASKA,MEASLES,3,0.24
194332,NH,NEW HAMPSHIRE,MEASLES,0,0
194332,NJ,NEW JERSEY,MEASLES,153,3.62
194332,NM,NEW MEXICO,MEASLES,0,0
194332,NV,NEVADA,MEASLES,13,8.61
194332,NY,NEW YORK,MEASLES,310,2.42
194332,OH,OHIO,MEASLES,87,1.27
194332,OK,OKLAHOMA,MEASLES,10,0.45
194332,OR,OREGON,MEASLES,20,1.64
194332,PA,PENNSYLVANIA,MEASLES,47,0.5
194332,RI,RHODE ISLAND,MEASLES,12,1.58
194332,SC,SOUTH CAROLINA,MEASLES,11,0.56
194332,SD,SOUTH DAKOTA,MEASLES,9,1.53
194332,TN,TENNESSEE,MEASLES,27,0.91
194332,TX,TEXAS,MEASLES,50,0.71
194332,UT,UTAH,MEASLES,12,1.9
194332,VA,VIRGINIA,MEASLES,20,0.64
194332,VT,VERMONT,MEASLES,19,5.81
194332,WA,WASHINGTON,MEASLES,21,1.04
194332,WI,WISCONSIN,MEASLES,240,7.96
194332,WV,WEST VIRGINIA,MEASLES,6,0.34
194332,WY,WYOMING,MEASLES,5,2.02
194333,AL,ALABAMA,MEASLES,8,0.28
194333,AR,ARKANSAS,MEASLES,2,0.11
194333,AZ,ARIZONA,MEASLES,12,1.73
194333,CA,CALIFORNIA,MEASLES,110,1.29
194333,CO,COLORADO,MEASLES,13,1.13
194333,CT,CONNECTICUT,MEASLES,15,0.84
194333,DC,DISTRICT OF COLUMBIA,MEASLES,6,0.67
194333,DE,DELAWARE,MEASLES,1,0.35
194333,FL,FLORIDA,MEASLES,3,0.12
194333,GA,GEORGIA,MEASLES,9,0.28
194333,IA,IOWA,MEASLES,2,0.09
194333,ID,IDAHO,MEASLES,17,3.4
194333,IL,ILLINOIS,MEASLES,49,0.63
194333,IN,INDIANA,MEASLES,9,0.26
194333,KS,KANSAS,MEASLES,9,0.5
194333,KY,KENTUCKY,MEASLES,11,0.41
194333,LA,LOUISIANA,MEASLES,22,0.86
194333,MA,MASSACHUSETTS,MEASLES,55,1.29
194333,MD,MARYLAND,MEASLES,17,0.81
194333,ME,MAINE,MEASLES,8,0.99
194333,MI,MICHIGAN,MEASLES,251,4.64
194333,MN,MINNESOTA,MEASLES,24,0.93
194333,MO,MISSOURI,MEASLES,7,0.19
194333,MT,MONTANA,MEASLES,21,4.33
194333,NC,NORTH CAROLINA,MEASLES,9,0.25
194333,ND,NORTH DAKOTA,MEASLES,8,1.47
194333,NE,NEBRASKA,MEASLES,4,0.32
194333,NH,NEW HAMPSHIRE,MEASLES,3,0.65
194333,NJ,NEW JERSEY,MEASLES,74,1.75
194333,NM,NEW MEXICO,MEASLES,0,0
194333,NV,NEVADA,MEASLES,0,0
194333,NY,NEW YORK,MEASLES,258,2.01
194333,OH,OHIO,MEASLES,69,1
194333,OK,OKLAHOMA,MEASLES,2,0.09
194333,OR,OREGON,MEASLES,12,0.98
194333,PA,PENNSYLVANIA,MEASLES,35,0.37
194333,RI,RHODE ISLAND,MEASLES,12,1.58
194333,SC,SOUTH CAROLINA,MEASLES,2,0.1
194333,SD,SOUTH DAKOTA,MEASLES,4,0.68
194333,TN,TENNESSEE,MEASLES,7,0.24
194333,TX,TEXAS,MEASLES,43,0.61
194333,UT,UTAH,MEASLES,10,1.58
194333,VA,VIRGINIA,MEASLES,43,1.37
194333,VT,VERMONT,MEASLES,25,7.65
194333,WA,WASHINGTON,MEASLES,14,0.69
194333,WI,WISCONSIN,MEASLES,203,6.74
194333,WV,WEST VIRGINIA,MEASLES,6,0.34
194333,WY,WYOMING,MEASLES,9,3.64
194334,AL,ALABAMA,MEASLES,16,0.55
194334,AR,ARKANSAS,MEASLES,8,0.43
194334,AZ,ARIZONA,MEASLES,11,1.59
194334,CA,CALIFORNIA,MEASLES,103,1.21
194334,CO,COLORADO,MEASLES,9,0.78
194334,CT,CONNECTICUT,MEASLES,11,0.61
194334,DC,DISTRICT OF COLUMBIA,MEASLES,6,0.67
194334,DE,DELAWARE,MEASLES,0,0
194334,FL,FLORIDA,MEASLES,2,0.08
194334,GA,GEORGIA,MEASLES,7,0.22
194334,IA,IOWA,MEASLES,5,0.21
194334,ID,IDAHO,MEASLES,0,0
194334,IL,ILLINOIS,MEASLES,28,0.36
194334,IN,INDIANA,MEASLES,7,0.2
194334,KS,KANSAS,MEASLES,19,1.06
194334,KY,KENTUCKY,MEASLES,14,0.52
194334,LA,LOUISIANA,MEASLES,3,0.12
194334,MA,MASSACHUSETTS,MEASLES,55,1.29
194334,MD,MARYLAND,MEASLES,6,0.29
194334,ME,MAINE,MEASLES,2,0.25
194334,MI,MICHIGAN,MEASLES,232,4.29
194334,MN,MINNESOTA,MEASLES,26,1.01
194334,MO,MISSOURI,MEASLES,9,0.24
194334,MT,MONTANA,MEASLES,22,4.54
194334,NC,NORTH CAROLINA,MEASLES,17,0.47
194334,ND,NORTH DAKOTA,MEASLES,6,1.1
194334,NE,NEBRASKA,MEASLES,7,0.56
194334,NH,NEW HAMPSHIRE,MEASLES,4,0.87
194334,NJ,NEW JERSEY,MEASLES,76,1.8
194334,NM,NEW MEXICO,MEASLES,2,0.37
194334,NV,NEVADA,MEASLES,3,1.99
194334,NY,NEW YORK,MEASLES,137,1.07
194334,OH,OHIO,MEASLES,50,0.73
194334,OK,OKLAHOMA,MEASLES,5,0.23
194334,OR,OREGON,MEASLES,7,0.57
194334,PA,PENNSYLVANIA,MEASLES,24,0.25
194334,RI,RHODE ISLAND,MEASLES,10,1.32
194334,SC,SOUTH CAROLINA,MEASLES,14,0.71
194334,SD,SOUTH DAKOTA,MEASLES,11,1.87
194334,TN,TENNESSEE,MEASLES,5,0.17
194334,TX,TEXAS,MEASLES,41,0.58
194334,UT,UTAH,MEASLES,5,0.79
194334,VA,VIRGINIA,MEASLES,23,0.73
194334,VT,VERMONT,MEASLES,3,0.92
194334,WA,WASHINGTON,MEASLES,32,1.58
194334,WI,WISCONSIN,MEASLES,114,3.78
194334,WV,WEST VIRGINIA,MEASLES,8,0.46
194334,WY,WYOMING,MEASLES,2,0.81
194335,AL,ALABAMA,MEASLES,5,0.17
194335,AR,ARKANSAS,MEASLES,6,0.33
194335,AZ,ARIZONA,MEASLES,4,0.58
194335,CA,CALIFORNIA,MEASLES,54,0.63
194335,CO,COLORADO,MEASLES,14,1.21
194335,CT,CONNECTICUT,MEASLES,9,0.5
194335,DC,DISTRICT OF COLUMBIA,MEASLES,3,0.33
194335,DE,DELAWARE,MEASLES,0,0
194335,FL,FLORIDA,MEASLES,0,0
194335,GA,GEORGIA,MEASLES,7,0.22
194335,IA,IOWA,MEASLES,2,0.09
194335,ID,IDAHO,MEASLES,1,0.2
194335,IL,ILLINOIS,MEASLES,22,0.28
194335,IN,INDIANA,MEASLES,1,0.03
194335,KS,KANSAS,MEASLES,5,0.28
194335,KY,KENTUCKY,MEASLES,10,0.37
194335,LA,LOUISIANA,MEASLES,0,0
194335,MA,MASSACHUSETTS,MEASLES,24,0.56
194335,MD,MARYLAND,MEASLES,17,0.81
194335,ME,MAINE,MEASLES,1,0.12
194335,MI,MICHIGAN,MEASLES,86,1.59
194335,MN,MINNESOTA,MEASLES,16,0.62
194335,MO,MISSOURI,MEASLES,9,0.24
194335,MT,MONTANA,MEASLES,24,4.95
194335,NC,NORTH CAROLINA,MEASLES,10,0.27
194335,ND,NORTH DAKOTA,MEASLES,13,2.38
194335,NE,NEBRASKA,MEASLES,0,0
194335,NH,NEW HAMPSHIRE,MEASLES,0,0
194335,NJ,NEW JERSEY,MEASLES,65,1.54
194335,NM,NEW MEXICO,MEASLES,4,0.75
194335,NV,NEVADA,MEASLES,0,0
194335,NY,NEW YORK,MEASLES,100,0.78
194335,OH,OHIO,MEASLES,27,0.39
194335,OK,OKLAHOMA,MEASLES,11,0.5
194335,OR,OREGON,MEASLES,12,0.98
194335,PA,PENNSYLVANIA,MEASLES,30,0.32
194335,RI,RHODE ISLAND,MEASLES,8,1.05
194335,SC,SOUTH CAROLINA,MEASLES,4,0.2
194335,SD,SOUTH DAKOTA,MEASLES,7,1.19
194335,TN,TENNESSEE,MEASLES,8,0.27
